model_name,model_id,synonyms,model_type,growth_properties,doi,pmed,model_treatment,model_comments,msi_status,mutational_burden,ploidy,parent_id,mutation_data,methylation_data,expression_data,cnv_data,crispr_ko_data,drug_data,sample_id,tissue,tissue_status,cancer_type,cancer_type_detail,age_at_sampling,sampling_day,sampling_month,sampling_year,sample_treatment,sample_treatment_details,sample_site,tnm_t,tnm_n,tnm_m,tnm_integrated,tumour_grade,patient_id,species,gender,ethnicity,smoking_status,model_relations_comment,COSMIC_ID,BROAD_ID,CCLE_ID,RRID,suppliers
SNU-182,SIDM01151,NCI-SNU-182,Cell Line,Adherent,,,,,MSS,9.833333333,3.204622268,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00377,Liver,Tumour,Hepatocellular Carcinoma,"('Hepatocellular Carcinoma  (C3099)',)",24,,,1989,None,,Liver,,,,,,SIDP00321,Homo Sapiens,Male,East Asian,Unknown,,1240216,ACH-000483,SNU182_LIVER,CVCL_0090,ATCC:CRL-2235
SNU-201,SIDM00158,NCI-SNU-201,Cell Line,Unknown,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00627,Central Nervous System,Tumour,Glioblastoma,"('Glioblastoma  (C3058)',)",58,,,,Unknown,,Unknown,,,,,,SIDP00556,Homo Sapiens,Male,Unknown,Unknown,,,ACH-000623,SNU201_CENTRAL_NERVOUS_SYSTEM,CVCL_5033,KCLB:00201
SNU-245,SIDM00162,NCI-SNU-245,Cell Line,Adherent,10.1038/sj.bjc.6600440,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00623,Biliary Tract,Tumour,Biliary Tract Carcinoma,"('Cholangiocarcinoma  (C4436)',)",,,,,None,,Common Bile Duct,,,,,,SIDP00552,Homo Sapiens,Unknown,East Asian,Unknown,,,ACH-000268,SNU245_BILIARY_TRACT,CVCL_5038,KCLB:00245
SNU-283,SIDM00215,NCI-SNU-283,Cell Line,Adherent,10.1002/(SICI)1097-0215(19990611)81:6<902::AID-IJC11>3.0.CO;2-T,,,,MSS,10.9,3.525314958,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,SIDS00608,Large Intestine,Metastasis,Colorectal Carcinoma,"('Rectal Adenocarcinoma  (C9383)',)",62,1,11,1989,Radiotherapy,,Omentum,,,,,,SIDP00537,Homo Sapiens,Female,East Asian,Unknown,,1659929,ACH-000708,SNU283_LARGE_INTESTINE,CVCL_5044,KCLB:283
SNU-308,SIDM00161,NCI-SNU-308,Cell Line,Adherent,10.1038/sj.bjc.6600440,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00624,Biliary Tract,Tumour,Biliary Tract Carcinoma,"('Gallbladder Carcinoma  (C3844)',)",,,,,None,,Gall Bladder,,,,,,SIDP00553,Homo Sapiens,Unknown,East Asian,Unknown,,,ACH-000141,SNU308_BILIARY_TRACT,CVCL_5048,KCLB:00308
SNU-387,SIDM01180,NCI-SNU-387,Cell Line,Adherent,,,,,MSS,9.6,2.900438652,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00378,Liver,Tumour,Hepatocellular Carcinoma,"('Hepatocellular Carcinoma  (C3099)',)",41,,,1990,Chemotherapy,treated by transcatheter arterial embolization with lipoidol plus a combination of doxorubicin and mitomycin C ,Liver,,,,,,SIDP00322,Homo Sapiens,Female,East Asian,Unknown,,909736,ACH-000478,SNU387_LIVER,CVCL_0250,ATCC:CRL-2237
SNU-398,SIDM01181,NCI-SNU-398,Cell Line,Semi-Adherent,,,,,MSS,9.033333333,2.628725854,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00379,Liver,Tumour,Hepatocellular Carcinoma,"('Hepatocellular Carcinoma  (C3099)',)",42,,,1990,Chemotherapy,treated by transcatheter arterial embolization with lipoidol plus a combination of doxorubicin and mitomycin C ,Liver,,,,,,SIDP00323,Homo Sapiens,Male,East Asian,Unknown,,1240217,ACH-000221,SNU398_LIVER,CVCL_0077,ATCC:CRL-2233
SNU-407,SIDM00214,NCI-SNU-407,Cell Line,Adherent,10.1002/(SICI)1097-0215(19990611)81:6<902::AID-IJC11>3.0.CO;2-T,,,,MSI,74.53333333,2.025272627,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00609,Large Intestine,Metastasis,Colorectal Carcinoma,"('Colon Adenocarcinoma  (C4349)',)",37,20,4,1990,Chemotherapy,5-FU + Doxorubicin + Mitomycin C,Buttock,,,,,,SIDP00538,Homo Sapiens,Male,East Asian,Unknown,,1660034,ACH-000955,SNU407_LARGE_INTESTINE,CVCL_5058,KCLB:407
SNU-423,SIDM01199,NCI-SNU-423,Cell Line,Adherent,,,,Treated by transcatheter arterial embolization with lipoidol plus doxorubicin.,MSS,9.466666667,5.919296119,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00380,Liver,Tumour,Hepatocellular Carcinoma,"('Hepatocellular Carcinoma  (C3099)',)",40,,,1990,Chemotherapy,transcatheter arterial embolization with lipoidol plus doxorubicin ,Liver,,,,,,SIDP00324,Homo Sapiens,Male,East Asian,Unknown,,909737,ACH-000493,SNU423_LIVER,CVCL_0366,ATCC:CRL-2238
SNU-449,SIDM01194,NCI-SNU-449,Cell Line,Adherent,,,,,MSS,10.7,2.444209948,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00381,Liver,Tumour,Hepatocellular Carcinoma,"('Hepatocellular Carcinoma  (C3099)',)",52,,,1990,None,,Liver,,,,,,SIDP00325,Homo Sapiens,Male,East Asian,Unknown,,909738,ACH-000420,SNU449_LIVER,CVCL_0454,ATCC:CRL-2234
SNU-475,SIDM01196,NCI-SNU-475,Cell Line,Adherent,,,,,MSS,12.36666667,2.95492096,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00382,Liver,Tumour,Hepatocellular Carcinoma,"('Hepatocellular Carcinoma  (C3099)',)",43,,,1990,None,,Liver,,,,,,SIDP00326,Homo Sapiens,Male,East Asian,Unknown,,909739,ACH-000422,SNU475_LIVER,CVCL_0497,ATCC:CRL-2236
SNU-478,SIDM00160,NCI-SNU-478,Cell Line,Adherent,10.1038/sj.bjc.6600440,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00625,Biliary Tract,Tumour,Biliary Tract Carcinoma,"('Ampulla of Vater Adenocarcinoma  (C6650)',)",,,,,None,,Ampulla of Vater,,,,,,SIDP00554,Homo Sapiens,Unknown,East Asian,Unknown,,,ACH-000377,SNU478_BILIARY_TRACT,CVCL_5065,KCLB:00478
SNU-5,SIDM01144,NCI-SNU-5,Cell Line,Suspension,,,,,MSS,9.633333333,3.985552592,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00328,Stomach,Metastasis,Gastric Carcinoma,"('Gastric Carcinoma  (C4911)',)",33,,,1987,Chemotherapy;Radiotherapy,"5 fluorouracil, doxorubicin and mitomycin C",Ascites,,,,,,SIDP00275,Homo Sapiens,Female,East Asian,Unknown,,908445,ACH-000303,SNU5_STOMACH,CVCL_0078,ATCC:CRL-5973
SNU-503,SIDM00497,NCI-SNU-503,Cell Line,Adherent,10.1002/(SICI)1097-0215(19990611)81:6<902::AID-IJC11>3.0.CO;2-T,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00944,Large Intestine,Metastasis,Colorectal Carcinoma,"('Rectal Adenocarcinoma  (C9383)',)",52,18,9,1980,Chemotherapy;Radiotherapy,5-FU,Abdominal Wall,,,,,,SIDP00844,Homo Sapiens,Male,East Asian,Unknown,,,ACH-000683,SNU503_LARGE_INTESTINE,CVCL_5071,KCLB:00503
SNU-61,SIDM00194,NCI-SNU-61,Cell Line,Adherent,10.1002/(SICI)1097-0215(19990611)81:6<902::AID-IJC11>3.0.CO;2-T,,,,MSS,10.5,2.695571858,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00610,Large Intestine,Metastasis,Colorectal Carcinoma,"('Rectal Adenocarcinoma  (C9383)',)",48,7,7,1988,None,,Liver,,,,,,SIDP00539,Homo Sapiens,Male,East Asian,Unknown,,1660035,ACH-000532,SNU61_LARGE_INTESTINE,CVCL_5078,KCLB:61
SNU-685,SIDM00165,NCI-SNU-685,Cell Line,Adherent,10.1006/gyno.1997.4802,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00620,Uterus,Tumour,Other Solid Carcinomas,"('Uterine Corpus Carcinosarcoma  (C9180)',)",70,,5,1991,None,,Endometrium,,,,,,SIDP00549,Homo Sapiens,Female,East Asian,Unknown,,,ACH-000407,SNU685_ENDOMETRIUM,CVCL_5083,KCLB:00685
SNU-81,SIDM00193,NCI-SNU-81,Cell Line,Adherent,10.1002/(SICI)1097-0215(19990611)81:6<902::AID-IJC11>3.0.CO;2-T,,,,MSS,236.5333333,1.950059851,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00611,Large Intestine,Tumour,Colorectal Carcinoma,"('Colon Adenocarcinoma  (C4349)',)",53,20,9,1988,None,,Colon,,,,,,SIDP00540,Homo Sapiens,Male,East Asian,Unknown,,1660036,ACH-000991,SNU81_LARGE_INTESTINE,CVCL_5098,KCLB:81
SNU-869,SIDM00159,,Cell Line,Adherent,10.1038/sj.bjc.6600440,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00626,Biliary Tract,Tumour,Biliary Tract Carcinoma,"('Ampulla of Vater Adenocarcinoma  (C6650)',)",,,,,None,,Ampulla of Vater,,,,,,SIDP00555,Homo Sapiens,Unknown,East Asian,Unknown,,,ACH-000182,SNU869_BILIARY_TRACT,CVCL_5101,KCLB:00869
SNU-899,SIDM00169,NCI-SNU-899,Cell Line,Adherent,10.1097/00005537-199906000-00025,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00616,Head and Neck,Tumour,Head and Neck Carcinoma,"('Laryngeal Squamous Cell Carcinoma  (C4044)',)",56,,,,None,,Larynx (Glottic),,,,,,SIDP00545,Homo Sapiens,Male,East Asian,Unknown,,,ACH-000692,SNU899_UPPER_AERODIGESTIVE_TRACT,CVCL_5105,KCLB:00899
SNU-C1,SIDM01197,NCI-SNU-C1,Cell Line,Suspension,,,,,MSS,14.66666667,3.227328004,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00383,Large Intestine,Metastasis,Colorectal Carcinoma,"('Colon Adenocarcinoma  (C4349)',)",71,,3,1984,None,,Peritoneum,,,,,,SIDP00327,Homo Sapiens,Male,East Asian,Unknown,,910905,ACH-000722,SNUC1_LARGE_INTESTINE,CVCL_1708,ATCC:CRL-5972
SNU-C2A,SIDM00780,NCI-SNU-C2A,Cell Line,Semi-Adherent,,3479249,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00046,Large Intestine,Tumour,Colorectal Carcinoma,"('Cecum Adenocarcinoma  (C5543)',)",43,,,1982,Unknown,,Cecum,,,,,,SIDP00035,Homo Sapiens,Female,East Asian,Unknown,SNU-C2A and SNU-C2B were both derived from the same nude mouse xenograft. SNU-C2A was derived at the third passage while SNU-C2B was derived at the fourth passage (ATCC).,,ACH-000967,SNUC2A_LARGE_INTESTINE,CVCL_1709,ATCC:CCL-250.1
SNU-C2B,SIDM00781,NCI-SNU-C2B,Cell Line,Semi-Adherent,,,,,MSI,73.4,2.029176406,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00046,Large Intestine,Tumour,Colorectal Carcinoma,"('Cecum Adenocarcinoma  (C5543)',)",43,,,1982,Unknown,,Cecum,,,,,,SIDP00035,Homo Sapiens,Female,East Asian,Unknown,SNU-C2A and SNU-C2B were both derived from the same nude mouse xenograft. SNU-C2A was derived at the third passage while SNU-C2B was derived at the fourth passage (ATCC).,909740,ACH-001199,SNUC2B_LARGE_INTESTINE,CVCL_1710,ATCC:CCL-250
SNU-C4,SIDM00500,NCI-SNU-C4,Cell Line,Adherent,,3479249,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00941,Large Intestine,Tumour,Colorectal Carcinoma,"('Colon Adenocarcinoma  (C4349)',)",35,,12,1984,None,,Transverse Colon,,,,,,SIDP00841,Homo Sapiens,Male,East Asian,Unknown,,,ACH-000959,SNUC4_LARGE_INTESTINE,CVCL_5111,KCLB:0000C4
SNU-C5,SIDM00498,NCI-SNU-C5;SNU-C5/WT,Cell Line,Adherent,,3479249,,,MSI,86.16666667,1.968208257,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00943,Large Intestine,Tumour,Colorectal Carcinoma,"('Cecum Adenocarcinoma  (C5543)',)",77,,11,1984,None,,Colon,,,,,,SIDP00843,Homo Sapiens,Female,East Asian,Unknown,,1674021,ACH-000970,SNUC5_LARGE_INTESTINE,CVCL_5112,KCLB:0000C5
SR,SIDM00096,,Cell Line,Suspension,,,,,MSS,4.833333333,2.103968851,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00861,Haematopoietic and Lymphoid,Metastasis,Other Blood Carcinomas,"('Adult Immunoblastic Lymphoma  (C7873)',)",11,,,1983,Unknown,,Pleural Effusion,,,,,,SIDP00768,Homo Sapiens,Male,White,Unknown,,905965,ACH-000338;ACH-000338,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE;SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1711,NCI:SR
SSP-25,SIDM00275,,Cell Line,Unknown,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00664,Biliary Tract,Tumour,Biliary Tract Carcinoma,"('Intrahepatic Cholangiocarcinoma  (C35417)',)",,,,,Unknown,,Unknown,,,,,,SIDP00592,Homo Sapiens,Female,East Asian,Unknown,ETK-1 has been shown by STR profiling to be contaminated with SSP-25 (ICLAC),,,,,RIKEN:RCB1293
ST,SIDM01238,,Cell Line,Suspension,,,,,,,,SIDM00288,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00667,Haematopoietic and Lymphoid,Tumour,B-Lymphoblastic Leukemia,"('Childhood Precursor B Lymphoblastic Leukemia  (C9140)',)",10,,,,Unknown,,Unknown,,,,,,SIDP00595,Homo Sapiens,Male,Unknown,Unknown,"ST is a subclone of Tanoue.
GR-ST is a subclone of ST cells transformed with human G-CSF receptor cDNA (JCRB).",,,,,RIKEN:RCB1181
ST486,SIDM01198,,Cell Line,Suspension,,,,,MSS,6.933333333,2.078356811,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00384,Haematopoietic and Lymphoid,Metastasis,Burkitt's Lymphoma,"('Burkitt s Lymphoma  (C2912)',)",0,,,,Unknown,,Ascites,,,,,,SIDP00328,Homo Sapiens,Female,Unknown,Unknown,,910906,ACH-000567,ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1712,ATCC:CRL-1647
STS-0421,SIDM00041,,Cell Line,Unknown,,,,,,6.466666667,3.633056872,,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,SIDS00742,Stomach,Unknown,Gastric Carcinoma,"('Gastric Adenocarcinoma  (C4004)',)",,,,,Unknown,,Unknown,,,,,,SIDP00666,Homo Sapiens,Unknown,Unknown,Unknown,,1299061,ACH-002306,STS0421_SOFT_TISSUE,CVCL_X508,Unknown:Unknown
SU-DHL-1,SIDM00390,,Cell Line,Suspension,,,,,MSS,12.1,3.318814201,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01162,Haematopoietic and Lymphoid,Metastasis,T-Cell Non-Hodgkin's Lymphoma,"('Anaplastic Large Cell Lymphoma  (C3720)',)",10,,,1973,Unknown,,Pleural effusion,,,,,,SIDP01048,Homo Sapiens,Male,Unknown,Unknown,,909742,ACH-000664,SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_0538,DSMZ:ACC-356
SU-DHL-10,SIDM00389,,Cell Line,Suspension,,,,,MSS,5.733333333,2.032496202,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS01163,Haematopoietic and Lymphoid,Metastasis,B-Cell Non-Hodgkin's Lymphoma,"('Diffuse Large B-Cell Lymphoma  (C8851)',)",25,,,,Unknown,,Pleural effusion,,,,,,SIDP01049,Homo Sapiens,Male,Unknown,Unknown,,1331033,ACH-000271,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1889,DSMZ:ACC-576
SU-DHL-16,SIDM00404,,Cell Line,Suspension,,,,,MSS,6.666666667,2.068393924,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01164,Haematopoietic and Lymphoid,Metastasis,B-Cell Non-Hodgkin's Lymphoma,"('B-Cell Non-Hodgkin s Lymphoma  (C3457)',)",,,,,Unknown,,Pleural effusion,,,,,,SIDP01050,Homo Sapiens,Male,Unknown,Unknown,,1331034,ACH-002307,SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1890,DSMZ:ACC-577
SU-DHL-4,SIDM00405,SUD4;SU4,Cell Line,Suspension,,,,,MSS,7.166666667,2.130016774,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01165,Haematopoietic and Lymphoid,Metastasis,B-Cell Non-Hodgkin's Lymphoma,"('Diffuse Large B-Cell Lymphoma  (C8851)',)",38,,,1975,Unknown,,Pleural effusion,,,,,,SIDP01051,Homo Sapiens,Male,Unknown,Unknown,,1331035,ACH-000365,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_0539,DSMZ:ACC-495
SU-DHL-5,SIDM00406,,Cell Line,Suspension,,,,,MSS,10.03333333,3.868493705,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS01166,Haematopoietic and Lymphoid,Tumour,B-Cell Non-Hodgkin's Lymphoma,"('Diffuse Large B-Cell Lymphoma  (C8851)',)",17,,,,Unknown,,Lymph node,,,,,,SIDP01052,Homo Sapiens,Female,Unknown,Unknown,,1331036,ACH-000660,SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1735,DSMZ:ACC-571
SU-DHL-6,SIDM00407,SUD6,Cell Line,Suspension,,,,,MSS,10.43333333,1.991595624,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01167,Haematopoietic and Lymphoid,Metastasis,B-Cell Non-Hodgkin's Lymphoma,"('Diffuse Large B-Cell Lymphoma  (C8851)',)",43,,,,Unknown,,Peritoneal effusion,,,,,,SIDP01053,Homo Sapiens,Male,Unknown,Unknown,,1331037,ACH-000611,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_2206,DSMZ:ACC-572
SU-DHL-8,SIDM00423,,Cell Line,Suspension,,,,,MSS,11.7,2.15408807,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS01168,Haematopoietic and Lymphoid,Metastasis,B-Cell Non-Hodgkin's Lymphoma,"('Diffuse Large B-Cell Lymphoma  (C8851)',)",59,,,,Unknown,,Pleural effusion,,,,,,SIDP01054,Homo Sapiens,Male,Unknown,Unknown,,1331038,ACH-000656,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_2207,DSMZ:ACC-573
SU8686,SIDM01188,,Cell Line,Adherent,,,,,MSS,5.366666667,2.868896767,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00385,Pancreas,Metastasis,Pancreatic Carcinoma,"('Pancreatic Adenocarcinoma  (C8294)',)",57,,,,Unknown,,Liver,,,,,,SIDP00329,Homo Sapiens,Female,White,Unknown,,1240218,ACH-000114,SU8686_PANCREAS,CVCL_3881,ATCC:CRL-1837
SUIT-2,SIDM00371,,Cell Line,Unknown,,,,,MSS,10.83333333,3.514522943,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS01070,Pancreas,Metastasis,Pancreatic Carcinoma,"('Pancreatic Ductal Adenocarcinoma  (C9120)',)",73,,,,Unknown,,Liver,,,,,,SIDP00959,Homo Sapiens,Male,East Asian,Unknown,,1240219,ACH-000652,SUIT2_PANCREAS,CVCL_3172,JCRB:JCRB1094
SUP-B15,SIDM01176,SupB15W;SupB15WT,Cell Line,Suspension,,,,,MSS,6,1.979448728,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00386,Haematopoietic and Lymphoid,Tumour,B-Lymphoblastic Leukemia,"('Childhood Precursor B Lymphoblastic Leukemia  (C9140)',)",8,,,,Unknown,,Bone marrow,,,,,,SIDP00330,Homo Sapiens,Male,White,Unknown,,1247871,ACH-000059,SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_0103,ATCC:CRL-1929
SUP-B8,SIDM01177,,Cell Line,Unknown,,,,,MSS,4.666666667,1.981028028,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00387,Haematopoietic and Lymphoid,Tumour,B-Lymphoblastic Leukemia,"('Precursor B Lymphoblastic Leukemia  (C8644)',)",,,,,Unknown,,Unknown,,,,,,SIDP00331,Homo Sapiens,Unknown,Unknown,Unknown,,910209,ACH-002308,SUPB8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1713,ATCC:CRL-12073
SUP-HD1,SIDM00422,,Cell Line,Suspension,,,,,MSS,47.63333333,1.974498127,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01169,Haematopoietic and Lymphoid,Unknown,Hodgkin's Lymphoma,"('Hodgkin s Lymphoma  (C9357)',)",37,,,1987,Chemotherapy;Radiotherapy,,Unknown,,,,,,SIDP01055,Homo Sapiens,Male,Unknown,Unknown,,1331039,ACH-001203,SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_2208,DSMZ:ACC-574
SUP-M2,SIDM00421,,Cell Line,Suspension,,,,,MSS,5.866666667,2.186875473,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01170,Haematopoietic and Lymphoid,Tumour,T-Cell Non-Hodgkin's Lymphoma,"('Anaplastic Large Cell Lymphoma  (C3720)',)",5,,,,Unknown,,Cerebrospinal fluid ,,,,,,SIDP01056,Homo Sapiens,Female,Unknown,Unknown,,1331040,ACH-000226,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_2209,DSMZ:ACC-509
SUP-T1,SIDM01154,Tsup-1;VB,Cell Line,Suspension,,,,,MSS,67.66666667,1.929531464,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00388,Haematopoietic and Lymphoid,Metastasis,T-Lymphoblastic Leukemia,"('Childhood Precursor T Lymphoblastic Lymphoma  (C7210)',)",8,,,,Unknown,,Pleural effusion,,,,,,SIDP00332,Homo Sapiens,Male,White,Unknown,,909743,ACH-000953,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1714,ATCC:CRL-1942
SW1088,SIDM01155,,Cell Line,Adherent,,,,,MSS,5.366666667,4.552838561,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00389,Central Nervous System,Tumour,Low Grade Glioma,"('Astrocytoma  (C60781)',)",72,,1,1982,Unknown,,Brain,,,,,,SIDP00333,Homo Sapiens,Male,White,Unknown,,909745,ACH-000437,SW1088_CENTRAL_NERVOUS_SYSTEM,CVCL_1715,ATCC:HTB-12
SW1116,SIDM00835,,Cell Line,Adherent,,,,,MSS,8.866666667,2.692005044,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00030,Large Intestine,Tumour,Colorectal Carcinoma,"('Colon Adenocarcinoma  (C4349)',)",73,,,,Unknown,,Colon,,,,,,SIDP00023,Homo Sapiens,Male,White,Unknown,,909746,ACH-000489,SW1116_LARGE_INTESTINE,CVCL_0544,ATCC:CCL-233
SW1271,SIDM01156,,Cell Line,Adherent,,,,,MSS,28.96666667,2.658150732,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00390,Lung,Tumour,Small Cell Lung Carcinoma,"('Small Cell Lung Carcinoma  (C4917)',)",69,,,1976,Unknown,,Unknown,,,,,,SIDP00334,Homo Sapiens,Male,White,Unknown,,1299062,ACH-000890,SW1271_LUNG,CVCL_1716,ATCC:CRL-2177
SW13,SIDM00814,Scott and White No. 13,Cell Line,Adherent,,,,,MSS,11.8,3.100589488,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00013,Adrenal Gland,Tumour,Other Solid Carcinomas,"('Adrenal Cortex Carcinoma  (C9325)',)",55,,8,1971,Unknown,,Adrenal Cortex,,,,,,SIDP00010,Homo Sapiens,Female,White,Unknown,,909744,ACH-001401,SW13_ADRENAL_CORTEX,CVCL_0542,ATCC:CCL-105
SW1417,SIDM00812,,Cell Line,Adherent,,,,,MSS,7.066666667,3.012590638,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00034,Large Intestine,Tumour,Colorectal Carcinoma,"('Colon Adenocarcinoma  (C4349)',)",53,,,,Unknown,,Colon,,,,,,SIDP00027,Homo Sapiens,Female,White,Unknown,,909747,ACH-000236,SW1417_LARGE_INTESTINE,CVCL_1717,ATCC:CCL-238
SW1463,SIDM00834,,Cell Line,Adherent,,,,,MSS,6.666666667,3.402250491,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00031,Large Intestine,Tumour,Colorectal Carcinoma,"('Rectal Adenocarcinoma  (C9383)',)",66,,,,Unknown,,Rectum,,,,,,SIDP00024,Homo Sapiens,Female,White,Unknown,,909748,ACH-000470,SW1463_LARGE_INTESTINE,CVCL_1718,ATCC:CCL-234
SW156,SIDM01162,,Cell Line,Adherent,,,,,MSS,12.66666667,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,SIDS00391,Kidney,Tumour,Kidney Carcinoma,"('Renal Cell Carcinoma  (C9385)',)",75,,,1972,Unknown,,Unknown,,,,,,SIDP00335,Homo Sapiens,Male,White,Unknown,,1240220,ACH-001398,SW156_KIDNEY,CVCL_1719,ATCC:CRL-2175
SW1573,SIDM01163,,Cell Line,Adherent,,,,,MSS,8.8,3.32176115,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00392,Lung,Tumour,Lung Adenocarcinoma,"('Bronchiolo-Alveolar Lung Carcinoma  (C2923)',)",44,,,1977,Unknown,,Unknown,,,,,,SIDP00336,Homo Sapiens,Female,White,Unknown,,724878,ACH-000677,SW1573_LUNG,CVCL_1720,ATCC:CRL-2170
SW1710,SIDM00420,,Cell Line,Adherent,,,,,MSS,8,3.6746578,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS01171,Bladder,Tumour,Bladder Carcinoma,"('Bladder Carcinoma  (C4912)',)",84,,,1977,Unknown,,Unknown,,,,,,SIDP01057,Homo Sapiens,Female,White,Unknown,,909749,ACH-000566,SW1710_URINARY_TRACT,CVCL_1721,DSMZ:ACC-426
SW1783,SIDM01164,,Cell Line,Adherent,,,,,MSS,17.66666667,5.262726359,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00393,Central Nervous System,Tumour,Low Grade Glioma,"('Anaplastic Astrocytoma  (C9477)',)",68,,,1977,Unknown,,Unknown,,,,,,SIDP00337,Homo Sapiens,Male,White,Unknown,,909750,ACH-000883,SW1783_CENTRAL_NERVOUS_SYSTEM,CVCL_1722,ATCC:HTB-13
